1_田沢湖高原温泉郷 国民保養温泉地計画書,"乳頭温泉は、黒湯、孫六、大釜、妙乃湯、蟹場、鶴の湯、休暇村が点在し、古くから湯治客主体の温泉郷として知られている。昭和３６年に国民体育大会秋季大会登山部門が乳頭山及び秋田駒ヶ岳を会場に開催されたのを契機に、湯治客専用の客室のほか旅館部を設けるなど一般観光客の受入体制の充実を図り、「国民休暇村」の誘致により全国１２番目の国民休暇村として指定された。その後、宿泊施設及び
園地等の整備が行われ「乳頭山麓国民休暇村」として開業し、これと平行して各温泉においても施設整備が図られ、現在は自然豊かな温泉保養地として人気を博し全国から多くの湯治客が訪れている。"
2_田沢湖高原温泉郷 国民保養温泉地計画書,"５．温泉資源の保護に関する取組方針
（１）温泉資源の状況
田沢湖高原温泉郷は、「乳頭温泉」と「田沢湖高原温泉」に分類され、現在１８の源泉からなっている。源泉はすべて乳頭温泉地区に湧出しており、温度は３０℃から８６℃、泉質は硫黄泉が大半を占め、浴用として使用されているほか一部飲用としても利用されている。"
3_田沢湖高原温泉郷 国民保養温泉地計画書,"大釜温泉 86.0 80.6含鉄‐単純酸化泉
鶴の湯 39.4 80.0 ナトリウム ‐塩化物・ 炭酸水素塩 泉 自然湧出"
4_国民保養温泉地新規指定等の概要,"芦之湯温泉（神奈川県箱根町）の概要（平成27年５月１日指定）
○概要
箱根七湯の１つに数えられる歴史ある温泉地。鎌倉時代の文献にも記載されており、古くは賀茂真淵など多数の文人が滞在した。
年間の温泉利用者数：約３．６万人
旅館等の数：４軒
○特徴
富士箱根伊豆国立公園内にあり、自然豊かな高原性の小盆地で夏季は涼しい。多数の重要文化財等も点在している。
○温泉の状況
主な泉質：単純硫黄泉
効用：アトピー性皮膚炎、尋常性乾癬等
○今後の方針
・大規模が開発が実施されていないことを踏まえ、保健休養の湯治場となることを目指す。
・歌人が多く訪れており、俳句会などを実施し、文化の継承を行う。
・各旅館で温泉入浴指導が受けれるよう人材育成に励む。"
5_国民保養温泉地新規指定等の概要,"竹田温泉群温泉（大分県竹田市）の概要（平成27年５月１日大幅拡充）
○概要
３つの温泉から構成されている。
①長湯温泉（ながゆ）： 日本有数の炭酸泉、奈良時代から存在
②久住高原温泉郷（くじゅう）：中世からの歴史
③竹田・荻温泉（たけた・おぎ）：岡城下町の温泉年間の温泉利用者数：約３００万人（３温泉地計）
旅館等の数：１０１軒
※これまで①のみが国民保養温泉地として指定されていたが、今回②と③が追加となった。
○特徴
一部は阿蘇・くじゅう国立公園内にあり、自然豊かかつ岡城といった文化資産も存在。長湯温泉は「源泉かけ流し宣言」を行うなどの取組を実施。温泉療養保健システム（宿泊者への助成）を実施
○温泉の状況
主な泉質：炭酸水素塩泉・二酸化炭素泉
効用：糖尿病、胃腸病、冷え性、筋肉痛等
○今後の方針
豊かな自然・文化を活かし、温泉・健康食・運動等を組み合わせた竹田式湯治を目指す"
6_国民保養温泉地新規指定等の概要,"二岐・岩瀬湯本・天栄温泉 （福島県岩瀬郡天栄村）の概要（平成28年５月20日指定）
○概要
福島県の中央よりやや南に位置する天栄村。二岐温泉と岩瀬湯本温泉は村西部に、天栄温泉は村東部にある。
○特徴
いずれも古くからの歴史がある温泉で、開湯当時より湯治客が絶えない温泉地である。
○泉質等主な泉質：カルシウム‐硫酸塩泉、ナトリウム・カルシウム‐塩化物温泉、カルシウム・マグネシウム・アルミニウム‐硫酸塩泉
効用：婦人病、消化器病、糖尿病、神経痛、切り傷、火傷、動脈硬化症、慢性皮膚病等
○今後の方針
豊かな自然環境や豊富な源泉、景観の保持を継続していくとともに、利用客の健康増進に繋がる事業展開を目指す。"
7_国民保養温泉地新規指定等の概要,"五頭温泉郷 （新潟県阿賀野市）の概要（平成28年５月20日指定）
○概要
新潟市から車で約50分。五つの峰を持つ五頭山の山懐にある出湯・今板・村杉の三つの温泉地からなります。
○特徴
1,200年以上の歴史があり、新潟県最古の温泉地といわれています。
五頭温泉郷は新潟県が実施する観光地満足度調査で「総合満足度」No.1を３回連続で獲得中です。
○泉質等
主な泉質：ラジウム温泉（単純放射能泉、単純放射能冷鉱泉、ラドン温泉）
効用：一般的適応症、通風、高血圧症、動脈硬化症、慢性皮膚病・婦人病・胆嚢炎、胆石症など
○今後の方針
適正な温泉利用や運動メニューの提供、健康管理についての指導に加え、地域食材を用いた薬膳等の健康食を開発するなど来訪者の健康づくりに貢献していきます。"
8_国民保養温泉地新規指定等の概要,"鳴子温泉郷 （宮城県大崎市）の概要（平成28年５月20日大幅拡充）
○概要
鳴子温泉，東鳴子温泉，川渡温泉，中山平温泉，鬼首温泉の５つの温泉地の総称で，宮城県大崎市北西部の山形県と秋田県に接する山あいに位置し，栗駒国定公園に含まれる。
○特徴
最も古い温泉では開湯千年の歴史を有し，全体では約370本の源泉数を誇り，掲示用泉質名の10種類のうち，二酸化炭素泉と放射能泉，含よう素泉以外の7種類が存在する。
松尾芭蕉の歩いた「おくのほそ道」でも知られ，芭蕉の句碑や尿前の関跡など史跡も多く，歴史を感じることができる。
○泉質等
主な泉質：単純温泉，硫黄泉，炭酸水素塩泉，硫酸塩泉，塩化物泉 など
主な効用：きりきず，冷え症，筋肉痛，胃腸機能の低下等
○今後の方針
鳴子温泉郷として，更に温泉の公共的利用の増進を図るため，温泉の適正な利用を進めるとともに，自然景観と調和のとれた街並みの保全に努めながら，自然環境と温泉を生かした健康増進に寄与するプログラムなどを増やし，現代版の保養・休養地として，連泊・中長期滞在型の温泉地としての発展を目指していく。"
9_国民保養温泉地の新規指定等について,"（１）二岐・岩瀬湯本・天栄温泉（福島県岩瀬郡天栄村）の特徴
　　＜概要＞
　福島県天栄村の二岐山（標高1、544ｍ）の麓、標高約800ｍに位置し、福島県南西部のブナの原生林に囲まれた山深い温泉地である二岐温泉をはじめ、開湯当時より湯治客が絶えない温泉地です。
　　＜温泉の状況＞
　　主な泉質：カルシウム－硫酸塩泉、ナトリウム・カルシウム－塩化物温泉、カルシウム・マグネシウム・アルミニウム－硫酸塩泉
　　効用：婦人病、消化器病、糖尿病、神経痛、切り傷、火傷、動脈硬化症、慢性皮膚病　等
（２）五頭温泉郷（新潟県阿賀野市）
　　＜概要＞
　五つの峰を持つ五頭山の山懐にある出湯・今板・村杉の三つの温泉地からなり、1、200年以上の歴史があり、新潟県最古の温泉地といわれています。
　　＜泉質等＞
　　主な泉質：ラジウム温泉（単純放射能泉、単純放射能冷鉱泉、ラドン温泉）　
　　効用：一般的適応症、通風、高血圧症、動脈硬化症、慢性皮膚病・婦人病・胆嚢炎、胆石症など
（３）鳴子温泉郷（宮城県大崎市）
　　＜概要＞
　最も古い温泉では開湯千年の歴史を有し、全体では約370本の源泉数を誇り、掲示用泉質名の10種類のうち、二酸化炭素泉と放射能泉、含よう素泉以外の7種類が存在します。松尾芭蕉の歩いた「おくのほそ道」でも知られ、芭蕉の句碑や尿前の関跡など史跡も多く、歴史を感じることができます。
　　＜泉質等＞
　　主な泉質：単純温泉、硫黄泉、炭酸水素塩泉、硫酸塩泉、塩化物泉　など　
　　効用：きりきず、冷え症、筋肉痛、胃腸機能の低下 など"
10_湯郷温泉 国民保養温泉地 計画書,"1. 温泉地の概要
湯郷温泉は、岡山県の北東部、鳥取県・兵庫県との県境に位置する美作市の中心市街地に位置する。
湯郷温泉の歴史は古く、奈良時代には塩湯郷の地名で知られており、開湯は 1200 年以上の昔、平安時代、延暦寺の慈覚大師円仁法師が、湯郷の地で水浴びをして傷を治す鷺を発見したという逸話から始まる。百人一首の選者である藤原定家も療養のために湯郷温泉を訪れたかったが、「遠方の為有馬温泉で我慢をするか」と書いている。開湯の逸話からもわかるように、湯郷温泉は療養湯であり、江戸末期には湯治客で賑わっており、湯郷村の 80 軒のうち７６軒が湯治関連を生業としていた。
その医治効用は、大正 3 年に内務省が行った試験で証明されている。また、昭和２５年に京都大学の上治教授によって行われた調査では、湯郷温泉の気泡を含んだ泉質は、長時間の入浴に適しており、このような泉質は世界的にも珍しいと報告されている。
現在でも元湯に併設されている村湯は、皮膚炎、消化器病、神経痛、リュウマチ皮膚病などに効能があるとされ、賑わいを見せている。
美作市の中心を中国自動車道が横断しており京阪神からの交通アクセスも良く、市内には湯郷温泉の他にも多数の温泉資源、観光資源がある。そのため近年はインバウンド(外国人による訪日観光)も増加傾向にある。
京阪神からのアクセスの良さから、昔日は歓楽街として賑わいをみせていたが、時代の流れとともに衰退し、新たな街づくりとしてスポーツとの関わりを前面に押し出し、合宿の誘致等に力を入れ始めた。 "
